customer_id,full_name,mobile_number,age,gender,region,date_joined,is_business_user,risk_score
cust100782,Sonya Peterson,9663517074,42,male,central,2020-12-22,False,0.16
cust100783,Mark Baker,0644003643,36,male,central,2025-03-06,True,0.26
cust100784,Jill Murphy MD,0122799144,58,female,south,2022-08-01,False,0.35
cust100785,Barbara Chapman,1389995999,65,male,west,2025-02-24,False,0.0
cust100786,Daniel Bailey,1323746581,58,female,west,2022-04-24,False,0.1
cust100787,Christine Hubbard,1710264490,61,male,north,2021-02-20,False,0.21
cust100788,Alexander Klein,3262772510,54,male,north,2023-10-12,True,0.13
cust100789,Megan Singleton,5510428744,35,male,east,2023-04-12,False,0.3
cust100790,Grant Hall,1347863039,48,female,east,2022-08-20,True,0.0
cust100791,Zachary Garcia,5361879923,39,male,south,2024-01-20,False,0.24
cust100792,Anna Garrett,4507020098,63,male,west,2025-05-04,False,0.25
cust100793,Leslie Adams,8084598306,43,male,south,2023-05-04,False,0.21
cust100794,Timothy Black,3570269761,43,male,east,2022-03-15,True,0.33
cust100795,Christina Torres,8712687943,52,female,central,2022-04-22,False,0.05
cust100796,Michael Johnston,4166333735,45,male,east,2024-04-08,False,0.33
cust100797,Jimmy Tucker,8502390130,46,male,north,2024-10-03,False,0.12
cust100798,Molly Benjamin,9557951801,63,male,west,2022-08-20,False,0.29
cust100799,Christie Gray,1419202391,35,male,central,2025-02-01,False,0.16
cust100800,Sara Pollard,6942650561,23,male,west,2024-09-01,False,0.3
cust100801,David Glover,8527757342,45,male,central,2022-02-28,False,0.29
cust100802,Lucas Powell,2089861300,50,female,central,2025-04-30,False,0.02
cust100803,Brian Lopez,4025582975,44,female,east,2021-05-12,False,0.18
cust100804,Kayla Bates,4731992374,63,male,west,2025-06-27,False,0.19
cust100805,Sherri Day,5423049665,36,male,central,2022-10-31,False,0.17
cust100806,Melissa Harris,0936738342,63,female,south,2023-05-28,False,0.11
cust100807,Susan Ware,2084408099,60,male,west,2023-08-25,False,0.42
cust100808,Ronald Wiggins,2311979718,67,female,east,2020-09-06,False,0.23
cust100809,Claudia Johnson,4979469409,28,female,north,2022-08-13,False,0.39
cust100810,Darrell Hunter MD,5476353621,25,male,south,2021-06-13,True,0.13
cust100811,Patrick Thompson,4138902954,47,female,west,2023-09-17,False,0.07
cust100812,Megan Mendoza,4892503148,21,male,central,2021-02-17,False,0.22
cust100813,John Gonzalez MD,7309395338,65,female,east,2021-04-23,False,0.13
cust100814,Monica Savage,9958001428,25,male,east,2021-02-04,False,0.49
cust100815,Earl Valencia,6279842041,59,male,north,2024-05-26,False,0.23
cust100816,Jeffrey Green,0291314511,64,male,east,2024-11-24,False,0.34
cust100817,Chelsey Cummings DDS,2096770831,45,female,west,2023-02-22,False,0.17
cust100818,Charles Alvarez,5346662873,29,male,north,2023-11-30,False,0.16
cust100819,Stacy Johnson,9834782834,40,female,north,2025-03-30,False,0.2
cust100820,Kayla Mueller,4024849691,68,female,central,2022-05-18,False,0.24
cust100821,Kerri Wood,5610592432,29,male,north,2021-05-12,False,0.3
cust100822,Jessica Oliver,7191463716,48,female,south,2022-07-01,False,0.19
cust100823,Kara Potts,1507353166,51,female,south,2025-07-11,False,0.12
cust100824,Ronald Lee,0562128222,37,male,south,2022-07-08,False,0.07
cust100825,John Brandt,6668117409,45,male,north,2024-02-15,False,0.19
cust100826,Donald Page,7087574785,19,male,south,2021-06-12,False,0.27
cust100827,Emily Cook,4784360569,43,male,central,2024-02-14,False,0.25
cust100828,Brandy Medina,9806778868,56,female,west,2025-05-18,False,0.2
cust100829,Robert Smith,5898541528,23,female,north,2025-03-07,False,0.13
cust100830,Julie Pruitt,2327705661,53,female,south,2022-10-16,True,0.22
cust100831,Kendra Avila DVM,0296746070,22,male,east,2022-08-09,False,0.27
cust100832,Kristin Simmons,4302641855,47,male,central,2025-06-10,False,0.2
cust100833,Amber Mcdonald,2020565656,62,female,east,2023-08-01,False,0.21
cust100834,Ryan Marshall,3096941288,24,female,west,2021-11-01,False,0.18
cust100835,Kelsey Brock,0035960270,64,female,south,2025-03-04,False,0.31
cust100836,Lindsey Harper,4587563938,19,female,west,2023-09-03,False,0.15
cust100837,Sandra Maldonado,3804278412,36,male,north,2021-09-18,False,0.22
cust100838,Brandon Arnold,3310320331,46,male,north,2021-10-21,False,0.25
cust100839,Brandon West MD,9254212248,38,female,west,2024-12-11,False,0.29
cust100840,James Weber,1661403090,66,female,central,2023-09-17,False,0.38
cust100841,Erin Freeman,9329281650,46,female,north,2025-04-17,False,0.28
cust100842,Christopher Adams,7953378412,65,male,central,2022-12-13,False,0.27
cust100843,Angela Gray,0838163157,19,male,central,2024-05-08,False,0.02
cust100844,Jeffrey Morgan,2852071233,66,female,south,2021-11-30,False,0.27
cust100845,Thomas Curtis,6032414686,20,male,east,2021-10-05,False,0.48
cust100846,Margaret Lee,4814039011,57,male,south,2020-12-09,False,0.1
cust100847,Crystal Wise,9821418016,48,female,central,2023-10-08,False,0.08
cust100848,Maria Tucker,1621467070,56,male,north,2025-05-28,False,0.17
cust100849,William Cuevas,0372508175,43,female,central,2024-10-09,False,0.32
cust100850,William Gomez,7240714739,27,male,west,2024-12-15,False,0.26
cust100851,April Armstrong,6257631056,53,female,south,2021-01-20,False,0.14
cust100852,Laura Smith,9026882658,59,male,central,2022-02-11,False,0.2
cust100853,Nicole Brown,0561270591,43,male,west,2022-05-10,False,0.32
cust100854,Gail Jackson,2790555501,69,female,east,2024-05-09,False,0.28
cust100855,Jonathan Marshall,8074938816,58,female,west,2023-04-09,False,0.49
cust100856,Scott Dunn,6004158250,34,female,north,2023-07-13,False,0.32
cust100857,Kenneth Ramirez,2032247197,68,female,west,2021-12-30,False,0.24
cust100858,Tyler Morrison,3830888493,47,male,south,2023-01-11,True,0.27
cust100859,Victoria Davis,3023240574,23,male,north,2025-05-12,False,0.16
cust100860,Jacqueline Jimenez,2081626549,55,female,north,2021-06-01,False,0.08
cust100861,Dr. Anthony Walsh,6495264763,27,female,north,2021-09-09,True,0.22
cust100862,Bonnie Jones,3849388513,69,female,central,2020-10-05,False,0.26
cust100863,Kenneth Barron,2385988314,32,male,central,2023-02-01,False,0.03
cust100864,Tonya Maxwell,3275372766,28,male,central,2024-10-27,False,0.14
cust100865,Andrea Williams,4566467724,50,female,central,2025-05-13,False,0.16
cust100866,Jennifer Turner,6189482660,38,female,north,2023-08-04,False,0.23
cust100867,Jesse Vasquez,1617536516,69,female,north,2022-04-30,False,0.17
cust100868,Kelli Brown,2361633687,37,male,north,2023-03-29,True,0.25
cust100869,Heather Cross PhD,3584405585,60,male,east,2025-01-06,False,0.21
cust100870,Frank Campbell,7969575027,55,female,east,2022-09-06,False,0.33
cust100871,Laura Branch,0629237328,25,female,south,2025-02-25,False,0.0
cust100872,Marisa Hernandez,6372463221,60,female,central,2025-06-28,False,0.4
cust100873,Debra Horton,7812590196,65,female,east,2022-07-02,False,0.37
cust100874,Jacob Parker,2327037510,46,male,west,2022-06-02,False,0.21
cust100875,Henry Dennis,7725302666,27,male,east,2023-09-28,False,0.28
cust100876,Steven Hunt,4066406540,70,male,central,2021-11-24,False,0.27
cust100877,Randall Velazquez,4303715598,32,female,north,2023-03-21,False,0.11
cust100878,Amy Arnold,4988533050,48,male,south,2022-03-19,False,0.22
cust100879,Lisa Robinson,6361383230,39,male,central,2023-05-21,False,0.29
cust100880,Amanda Watson,2293551270,34,male,east,2024-04-13,False,0.24
cust100881,Ian Sampson,8234642053,38,male,south,2024-06-05,False,0.33
cust100882,Maria Martin,6960419159,65,male,east,2023-03-12,False,0.21
cust100883,Sarah Evans,6030775439,18,other,central,2021-07-26,False,0.21
cust100884,Jason Hernandez,6243872626,66,male,central,2020-10-13,False,0.11
cust100885,Rebecca Martinez,7948874853,35,male,north,2021-08-08,False,0.16
cust100886,Kevin Benjamin,6348447342,27,male,west,2024-04-20,False,0.14
cust100887,Jasmine Gutierrez,9867487431,60,female,south,2022-08-22,False,0.4
cust100888,Morgan Bradford,6717642594,35,male,east,2024-12-29,False,0.23
cust100889,Jessica Adams,9890746804,34,female,south,2024-11-07,True,0.08
cust100890,Michael Harrington,0904563506,34,female,central,2022-03-31,False,0.25
cust100891,Tanya Edwards,2105753215,39,male,south,2021-05-02,False,0.18
cust100892,Laura Anderson,0334128113,34,female,south,2023-03-20,True,0.0
cust100893,Brandon Garcia,2785252869,62,male,east,2022-08-18,False,0.26
cust100894,Tiffany Cole,2243682842,67,male,north,2024-04-02,False,0.01
cust100895,Suzanne Johnson,3979729813,39,female,west,2025-04-09,False,0.27
cust100896,Franklin Villegas,2461968828,55,female,east,2021-12-06,False,0.08
cust100897,Jamie Padilla,8733726541,66,female,east,2023-06-26,False,0.03
cust100898,Mr. David Shannon,6830617871,69,female,west,2022-01-23,False,0.26
cust100899,James Meyer,2239872996,48,female,east,2023-03-23,False,0.02
cust100900,Ana Odonnell,6836969698,24,female,north,2021-07-08,False,0.15
cust100901,Jeffery Benson,5962901366,66,male,central,2025-07-22,False,0.22
cust100902,Christina Brown,6135585477,36,male,central,2023-10-29,True,0.27
cust100903,Louis Moore,9041628507,43,male,central,2021-04-30,False,0.29
cust100904,Brenda Warner,8775106463,48,female,west,2023-02-22,False,0.2
cust100905,Samuel Dixon,6106660034,44,female,south,2025-05-24,False,0.1
cust100906,Tiffany Montgomery,2871707866,60,female,east,2024-10-10,False,0.43
cust100907,Kaitlyn Ellis,6100281087,67,male,east,2021-08-06,False,0.13
cust100908,Scott Barrett,4858160898,26,male,central,2025-01-13,False,0.42
cust100909,Jennifer Riley,5478187943,26,male,central,2023-10-31,False,0.15
cust100910,Mckenzie Green,5846789846,35,male,central,2022-01-05,False,0.34
cust100911,Kelly Brown,3057645524,54,male,east,2023-06-03,False,0.33
cust100912,Alicia Johnston,5935104876,36,male,east,2025-04-28,False,0.07
cust100913,Derek Martinez,8936713829,34,male,west,2024-04-18,False,0.24
cust100914,Casey Shaw,7720974791,49,female,west,2024-09-15,True,0.29
cust100915,Charles Marshall,0622564611,55,male,east,2024-12-23,True,0.28
cust100916,Antonio Wagner,8614580239,65,male,west,2023-09-14,False,0.18
cust100917,Diana Gutierrez,6651965023,57,female,east,2021-04-06,False,0.24
cust100918,Monique Meyers,6965411364,18,male,central,2022-06-08,False,0.15
cust100919,Justin Pineda,9931006143,45,female,south,2022-05-30,False,0.06
cust100920,Gabriel Flores,4031875755,20,male,west,2025-05-12,True,0.32
cust100921,James Reeves,0869546469,69,female,east,2020-08-14,False,0.13
cust100922,Tamara Alvarez,3875989952,57,female,west,2020-12-07,False,0.37
cust100923,Ryan White,9216835160,28,male,west,2022-02-02,False,0.27
cust100924,David Patterson,9047491402,52,female,north,2022-09-06,False,0.09
cust100925,Brian Hicks,5938496135,45,other,north,2021-10-17,False,0.18
cust100926,Jennifer Moore,6168992954,39,male,central,2021-03-02,False,0.17
cust100927,Shane Moore,2454726060,31,female,north,2023-11-06,False,0.1
cust100928,Ashlee Chang,3232473127,58,male,south,2022-12-10,False,0.26
cust100929,Richard Patterson,6431659285,33,female,west,2020-09-08,False,0.14
cust100930,Cameron Johnson,0965258575,69,female,west,2022-09-11,False,0.4
cust100931,Heather Harris,2271520347,67,male,north,2023-03-15,False,0.3
cust100932,Tiffany Gallegos,3474804301,23,male,east,2024-12-21,False,0.09
cust100933,Melinda Alvarez,4633538853,62,male,north,2024-05-26,False,0.2
cust100934,Ashley White,7009525143,21,male,east,2023-12-13,False,0.17
cust100935,Tammy Dixon,4832258377,26,male,west,2021-07-01,False,0.01
cust100936,Ryan Collins,0024740911,54,female,north,2022-11-11,False,0.31
cust100937,Angela Marks,3794139336,39,male,south,2020-08-11,False,0.31
cust100938,Joshua Wheeler,5479568213,30,male,central,2025-01-14,False,0.31
cust100939,Alexander Waller,7196477352,51,female,north,2022-07-06,False,0.15
cust100940,Mary Wright,5228172447,43,female,north,2024-05-16,False,0.33
cust100941,Victoria Ortega,9591559291,66,female,south,2024-03-31,True,0.17
cust100942,Brian Ramirez,2566305236,67,male,west,2023-09-04,False,0.31
cust100943,Tracy Holland,4032756378,32,male,west,2023-02-27,False,0.42
cust100944,Danielle Eaton,3295411820,39,female,east,2023-07-26,False,0.22
cust100945,Danielle Robbins,9693822553,56,male,west,2023-11-14,False,0.03
cust100946,Thomas Miller,0820178601,36,female,south,2021-04-25,False,0.16
cust100947,Shawn Patterson,1544650013,35,male,east,2020-11-06,False,0.28
cust100948,Brandon Mejia,1783113434,32,female,south,2022-04-11,False,0.35
cust100949,Chase Ford,1782494799,19,male,east,2020-11-06,False,0.06
cust100950,Ryan Kemp,7806553072,38,male,north,2022-06-06,False,0.18
cust100951,Sharon Smith,1733403600,42,male,south,2023-10-12,False,0.23
cust100952,Jessica Parker,4123153210,42,male,north,2023-10-09,False,0.25
cust100953,Brian Brown,1937103074,64,female,west,2023-02-17,False,0.31
cust100954,Gary Dominguez,1312423373,41,male,east,2023-09-17,False,0.09
cust100955,Sonia Mathis,1128191905,36,female,east,2025-05-06,False,0.15
cust100956,Jeffrey Stewart MD,8344622154,27,female,east,2020-08-26,False,0.32
cust100957,Debra Wilson,0929540611,21,male,north,2023-04-12,False,0.25
cust100958,Yolanda Mcdowell,5683469604,31,male,east,2024-10-28,True,0.25
cust100959,Wanda Patel,4148753643,39,female,central,2023-07-13,False,0.34
cust100960,Heidi Harding,1706117945,45,female,west,2024-11-11,False,0.21
cust100961,Tiffany Cruz,6541234468,41,female,west,2021-03-09,False,0.26
cust100962,Jennifer Hill,6013977585,65,male,west,2021-08-11,False,0.16
cust100963,Richard Mcknight,8187624101,24,male,south,2021-11-30,False,0.04
cust100964,Kyle Osborne,6794653523,41,female,west,2024-01-27,False,0.04
cust100965,Paul Mckinney,5304863873,42,male,central,2023-05-04,False,0.21
cust100966,Stephanie Olsen,0777961955,32,female,west,2023-07-30,False,0.18
cust100967,Roy Knight,5794773161,61,male,central,2021-11-22,True,0.12
cust100968,Shannon Davis,7390358069,40,male,west,2021-06-18,False,0.24
cust100969,Christine Brady,4080781291,28,male,west,2023-08-06,False,0.09
cust100970,Andrew Bennett,5876412754,29,male,south,2023-11-26,False,0.21
cust100971,John Alvarez,1115473364,66,male,east,2022-07-20,False,0.2
cust100972,Christopher Shannon,5398935595,53,male,east,2022-08-08,False,0.1
cust100973,Jeanne White,5019079706,31,male,east,2024-06-30,False,0.0
cust100974,Charles Wyatt,2153226728,27,male,south,2021-07-28,False,0.37
cust100975,Dylan Coleman,6724144799,35,female,south,2024-04-29,True,0.24
cust100976,David Moore,4158221043,30,female,south,2022-06-23,False,0.0
cust100977,Jessica Huang,7590531823,31,female,central,2025-04-17,False,0.15
cust100978,Dustin Green,2100110655,29,female,west,2025-02-13,False,0.25
cust100979,Elizabeth Wilson,2401089932,22,female,south,2021-02-20,False,0.17
cust100980,Daniel Duran,3669753107,57,female,south,2021-01-23,False,0.27
cust100981,Shannon Bowen,7670146290,22,other,central,2024-11-22,False,0.08
cust100982,James Moore,9557013312,23,male,east,2021-10-05,False,0.22
cust100983,Laura Bailey,8973722220,54,male,central,2025-02-15,False,0.19
cust100984,Nancy Johnson,2378693112,63,female,south,2024-12-05,False,0.18
cust100985,Brandon Day PhD,8257368861,25,female,west,2024-07-08,False,0.17
cust100986,Katie Miller,7401302845,41,male,central,2024-02-09,False,0.22
cust100987,Alexander Sims,2678522533,39,female,south,2021-06-03,True,0.31
cust100988,Kyle Mann,5997595080,21,other,central,2022-12-14,False,0.14
cust100989,Monica Benson,9358929534,60,female,central,2022-05-14,False,0.15
cust100990,Heather Brown,3613456540,27,male,central,2023-01-02,False,0.22
cust100991,Kathryn Meza,2745214619,36,female,south,2022-05-31,False,0.19
cust100992,Christopher Obrien,4941467196,36,male,north,2024-06-20,False,0.25
cust100993,Diana Gibbs,1223082513,45,female,east,2023-12-21,False,0.29
cust100994,Brandy Diaz,8955478413,21,male,north,2023-07-11,False,0.35
cust100995,Casey Allison,8664613608,37,female,west,2024-05-19,True,0.19
cust100996,Jordan Olson,4867488955,66,male,west,2025-06-28,False,0.0
cust100997,Jennifer Oneill,7133673185,24,male,north,2023-04-21,False,0.19
cust100998,Amanda Best,7731605291,28,female,north,2020-09-04,False,0.24
cust100999,Lindsay Williams,3551177130,49,male,west,2022-12-27,True,0.18
cust101000,Robert Randall,3841314973,59,female,west,2022-10-10,False,0.18
cust101001,Ryan White MD,9777227273,33,female,north,2024-01-01,False,0.0
cust101002,Michael Bernard,3534748466,20,female,south,2025-05-28,False,0.26
cust101003,Dr. Lori Stevens,3235376890,38,male,south,2022-08-30,False,0.16
cust101004,Courtney Yates,7482835764,62,male,south,2024-04-03,False,0.02
cust101005,Luke King,5334363019,50,male,north,2023-01-20,False,0.1
cust101006,James Simmons,7523577036,22,female,west,2021-12-01,False,0.1
cust101007,Caitlyn Richardson,8667602648,41,male,central,2025-07-09,False,0.27
cust101008,Adam Perez,8026490278,48,female,south,2023-06-03,False,0.27
cust101009,David Anderson,8345851084,51,female,east,2022-08-04,False,0.38
cust101010,William Williams,4206518225,37,female,central,2024-10-11,False,0.28
cust101011,Stephen Martinez,8043188819,50,male,south,2025-02-03,False,0.04
cust101012,Ashley Kim,6124686969,67,female,north,2024-12-17,False,0.03
cust101013,Cheyenne Smith,9357402186,57,male,central,2021-05-07,False,0.34
cust101014,Paul Mcneil,9100641218,47,female,west,2024-01-09,False,0.39
cust101015,Mr. Brett Walker Jr.,2831381989,70,female,south,2020-08-29,False,0.17
cust101016,Joseph White,3187322125,60,female,east,2021-08-29,False,0.27
cust101017,Steven Bridges,0278406129,65,male,west,2022-07-16,False,0.02
cust101018,Kimberly Padilla,7894053714,69,male,west,2020-12-18,False,0.0
cust101019,Jacob Palmer,9338938853,36,male,east,2020-10-01,False,0.06
cust101020,Cynthia Sanchez,3799110149,58,male,west,2024-02-05,False,0.16
cust101021,Darrell Valdez,1949660671,66,male,south,2022-12-24,False,0.14
cust101022,Maria Moore,4195595264,59,male,east,2021-08-14,False,0.17
cust101023,Kelly Wood,1483874915,31,female,north,2021-08-25,False,0.14
cust101024,Ricardo Erickson,9659009257,63,male,west,2020-10-31,False,0.28
cust101025,Jason Wolfe,0826648901,63,male,central,2021-06-22,False,0.37
cust101026,Jordan King,8541159672,35,female,south,2025-07-04,False,0.2
cust101027,Katherine Jones,1972656884,18,male,west,2021-02-08,False,0.44
cust101028,Deanna Avery,6582209633,69,female,west,2023-05-03,True,0.12
cust101029,Kimberly Harris,6810717623,25,male,west,2023-07-11,False,0.14
cust101030,Ruben Mason,5941687394,32,female,west,2023-08-14,False,0.25
cust101031,Christopher Smith,1381043205,18,male,south,2023-09-08,False,0.16
cust101032,Mr. William Sherman,0348609172,48,female,south,2023-03-22,False,0.34
cust101033,Mason Long,2476012229,40,male,central,2020-08-05,False,0.12
cust101034,Megan Smith,1071888781,33,female,central,2021-12-24,False,0.36
cust101035,Sarah Newman,8728650143,26,male,central,2020-11-24,False,0.22
cust101036,Jerry Kennedy,5059906952,39,male,south,2022-08-17,False,0.51
cust101037,Daniel Sherman,3162444173,62,female,south,2021-07-29,False,0.14
cust101038,Nancy French,8465050260,56,male,east,2022-04-19,False,0.18
cust101039,Benjamin Powell,1052412209,27,female,north,2024-10-13,True,0.22
cust101040,Johnny Bender,5578630730,47,female,west,2024-07-13,False,0.0
cust101041,Jonathan Hall,5839744448,37,female,west,2021-11-10,False,0.27
cust101042,Kelly Adams,7715631691,41,female,east,2022-02-26,False,0.26
cust101043,Deanna Allen,8950716290,48,male,east,2023-12-17,True,0.21
cust101044,Ashley Burns,3826422164,32,female,north,2020-12-31,False,0.01
cust101045,Brent Martin,9883834728,68,male,central,2024-06-28,False,0.01
cust101046,Nathaniel Herring,8559540662,18,female,south,2024-06-12,False,0.27
cust101047,Matthew Thomas,6743274328,43,female,central,2021-05-24,False,0.34
cust101048,Terry Lopez,8448256534,32,female,central,2020-10-28,False,0.39
cust101049,Kimberly Grant,7365495028,64,male,north,2025-08-02,False,0.09
cust101050,Claudia Garcia,7479962519,39,other,north,2021-11-12,False,0.08
cust101051,John Fisher,4190323435,69,female,south,2020-08-28,False,0.17
cust101052,Angel Pratt,9478949960,68,female,west,2024-05-12,False,0.0
cust101053,Richard Carlson,9518128904,63,male,central,2021-12-14,False,0.13
cust101054,Kelly Romero,5930614995,28,male,north,2025-01-24,False,0.3
cust101055,Jenna Castro,5247866719,29,female,west,2023-03-01,False,0.4
cust101056,Theodore Carter,1889142797,47,male,north,2021-11-15,True,0.23
cust101057,Mitchell Kelly,9436174734,58,male,west,2022-02-08,False,0.4
cust101058,Richard Taylor,9769880734,55,male,central,2021-06-17,False,0.25
cust101059,Kimberly Kramer,0430583739,59,male,west,2022-09-02,False,0.22
cust101060,Joshua Harrington,1079525434,65,female,north,2021-09-11,False,0.18
cust101061,James Dean,6882842361,18,male,east,2020-12-18,False,0.22
cust101062,Matthew Howell,3939515851,61,male,east,2022-10-24,False,0.17
cust101063,Cheryl Freeman,0250112808,57,male,central,2024-06-28,False,0.18
cust101064,Christine Henry,6917333841,60,male,central,2022-05-15,False,0.12
cust101065,Tyler Duncan,4685983869,29,female,central,2023-05-13,False,0.23
cust101066,Kimberly Moon,9095413052,33,female,west,2022-09-05,True,0.2
cust101067,Sandra Dickerson,6971732801,49,female,east,2020-10-21,False,0.02
cust101068,Mr. Christopher Anderson,8686099604,65,male,north,2023-12-13,False,0.17
cust101069,Aaron Morris,7355208025,26,female,central,2024-12-25,False,0.1
cust101070,Diane Williams,6061933596,49,male,east,2021-08-04,False,0.0
cust101071,Christian Martinez,8380970455,29,male,south,2024-10-29,False,0.26
cust101072,Monique Jensen,3240588362,40,male,central,2021-02-04,False,0.39
cust101073,Matthew Miller,9247404665,44,female,south,2024-03-23,False,0.48
cust101074,Patricia Thompson,1067257595,18,male,central,2021-01-07,False,0.39
cust101075,Derek Moyer,6943652417,21,female,central,2023-12-17,True,0.1
cust101076,Gerald Roach,2442143069,19,male,east,2023-02-04,False,0.34
cust101077,Antonio Vaughn,3498420163,39,other,south,2025-02-21,True,0.33
cust101078,Andrea Hughes,5921439285,44,male,north,2023-02-04,False,0.0
cust101079,David Levy,7139590523,61,male,east,2020-12-07,False,0.3
cust101080,Juan Simpson,0708111994,37,female,west,2021-03-28,False,0.28
cust101081,Tommy Nelson,9982807581,42,male,north,2025-01-29,False,0.22
cust101082,Rachael Terrell,5604130479,61,female,north,2025-01-28,False,0.23
cust101083,Mary Bernard,7058769037,31,male,north,2025-07-25,False,0.21
cust101084,Beth Davis,9111100042,22,female,east,2023-10-13,False,0.4
cust101085,Clifford Dixon,4180257799,36,male,west,2023-06-26,False,0.15
cust101086,David Lang,1651012048,53,female,central,2023-05-15,False,0.18
cust101087,Aaron Barron,4400177298,47,male,north,2023-03-27,True,0.2
cust101088,Jenna Carter,1242248196,37,female,central,2025-06-15,False,0.23
cust101089,Madison Scott,3345039801,64,male,west,2023-06-15,False,0.0
cust101090,Cindy Watson,0006172987,59,female,west,2023-01-23,False,0.37
cust101091,Danny Martinez,6638114887,64,male,south,2021-11-14,False,0.23
cust101092,Lynn Zimmerman,5085716308,18,male,west,2024-05-15,False,0.27
cust101093,Robin Waller,1056773683,40,female,central,2021-08-26,False,0.22
cust101094,Traci Ballard,5645211019,60,female,south,2021-02-22,False,0.18
cust101095,Ronald Munoz,7018094936,42,male,north,2022-06-02,False,0.16
cust101096,Nicole Cuevas,5424874091,29,female,west,2021-01-24,False,0.21
cust101097,Jasmin Stewart,1104368826,51,male,north,2022-12-22,False,0.22
cust101098,Michael Peterson,9362124056,63,male,central,2022-04-26,False,0.34
cust101099,David Myers,7738341957,66,female,west,2021-06-22,False,0.24
cust101100,Mary Harper,8637689200,37,male,south,2020-08-24,True,0.18
cust101101,Heather Pineda,7414178261,46,male,central,2020-09-25,False,0.44
cust101102,Sara Wood,3133481285,63,male,south,2023-02-27,False,0.05
cust101103,Wayne Contreras,6139793784,35,male,west,2022-04-23,False,0.04
cust101104,David Smith,7431458536,48,female,central,2025-05-03,False,0.24
cust101105,Sara Herman,4706603997,35,female,north,2023-12-08,False,0.17
cust101106,Stuart Spencer,2684208004,38,male,east,2024-05-13,False,0.0
cust101107,Michael Anderson,5497436489,70,female,south,2025-02-02,False,0.16
cust101108,James Smith,9696084260,38,male,south,2025-01-11,False,0.11
cust101109,Andrew Luna,2309003041,70,male,north,2025-02-02,False,0.34
cust101110,Matthew Stanley,9673167374,43,male,north,2022-01-21,True,0.13
cust101111,Melinda Chapman,8980542381,47,female,west,2021-04-24,False,0.33
cust101112,Sheila Cole,4416373537,32,male,west,2024-08-28,False,0.26
cust101113,Natalie Woodward,5479202666,36,other,north,2025-02-01,False,0.18
cust101114,Christopher Peterson,4935322578,36,female,east,2023-11-08,False,0.2
cust101115,Edward Lambert,0611535184,53,male,south,2021-02-12,True,0.25
cust101116,Claudia Colon,6882488676,67,male,west,2025-01-02,False,0.0
cust101117,Annette Skinner,8406413021,25,female,east,2022-09-30,False,0.24
cust101118,Jonathan Hall,4608928248,37,male,east,2022-08-19,False,0.15
cust101119,William Lutz,2173747192,20,male,central,2023-09-03,False,0.42
cust101120,Darlene Paul,2604362616,34,female,east,2021-05-28,False,0.12
cust101121,Joseph Johnson,3082734678,36,other,east,2022-01-12,False,0.34
cust101122,Sharon Howard,1934270100,23,female,north,2023-05-02,False,0.0
cust101123,Pamela Friedman,2175647575,26,male,east,2023-10-22,False,0.3
cust101124,Martha Beasley,1066699754,48,male,north,2025-01-23,False,0.23
cust101125,Ana Mcclure,7795865625,34,male,central,2024-07-08,False,0.17
cust101126,Christopher Beard,5236796296,44,female,west,2022-09-09,False,0.19
cust101127,Dylan Garcia,8833701866,19,female,central,2021-02-19,False,0.17
cust101128,Steven Wheeler,8866513061,42,male,central,2023-09-25,False,0.25
cust101129,Donald Stanley,2576302682,68,male,west,2023-04-04,False,0.18
cust101130,Jonathan Reynolds,8773987683,40,female,west,2023-06-21,False,0.0
cust101131,Cassandra Salazar,4879268056,52,male,north,2021-09-27,False,0.18
cust101132,David Cantu,3926274629,48,male,central,2022-07-21,False,0.47
cust101133,Mario Boyer,0153176207,46,female,east,2021-09-26,False,0.21
cust101134,Amy Becker,6501292471,21,female,west,2021-01-15,False,0.23
cust101135,Julia English,4629422404,40,female,south,2022-09-10,True,0.15
cust101136,Haley Williams,4599196916,41,male,central,2023-07-25,False,0.22
cust101137,Eugene Anderson,9032582453,60,male,south,2022-07-05,False,0.22
cust101138,Melissa Ramsey,7869926857,28,female,east,2024-07-24,False,0.17
cust101139,Thomas Pham,8345442349,31,female,east,2023-03-16,False,0.3
cust101140,Anthony Chapman,5487581241,22,female,west,2025-02-26,False,0.09
cust101141,Travis Peterson,7941263628,46,male,central,2022-11-13,False,0.18
cust101142,Connie Roberts,8709957976,51,other,south,2022-01-24,False,0.26
cust101143,Richard Stewart,7929582092,27,male,east,2024-05-13,False,0.17
cust101144,Phyllis Hayes,0945355338,58,male,south,2023-08-11,False,0.05
cust101145,Justin Clements,2595331738,47,female,north,2025-05-02,False,0.27
cust101146,Diana Strickland,4331755524,50,female,west,2023-12-27,False,0.08
cust101147,Heather Villarreal,1512880819,65,male,central,2024-08-16,False,0.15
cust101148,Thomas Barnes,7340845235,45,male,west,2023-04-30,False,0.1
cust101149,Martha Winters,1530923179,60,male,north,2025-06-06,False,0.19
cust101150,Rebecca Ramsey,6113641571,35,female,south,2021-06-23,False,0.15
cust101151,Andrea Nelson,5102544789,27,female,west,2024-09-27,False,0.14
cust101152,Melissa Fowler,8438215527,61,male,south,2022-03-19,False,0.28
cust101153,Daniel Burnett,6299360835,36,female,central,2022-04-06,False,0.41
cust101154,Billy Cook,0746230173,49,female,south,2022-02-15,False,0.16
